id,species,common_name,category,mean_lai,lai_min,lai_max,measurement_count,pft,canopy_form,climate,deciduous,tier,tier_source,sources,notes
111907,Thuja incurva,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111908,Thuja minor,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111909,Thuja funiculata,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111910,Thuja canadensis,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111911,Thuja filiformis,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111912,Thuja magnifica,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111913,Thuja hybrida,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111914,Thuja cuneata,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111915,Thuja expansa,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111916,Thuja glauca,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111917,Thuja douglasii,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111918,Thuja semperaurescens,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111919,Thuja nana,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111920,Thuja ericoides,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111921,Thuja cristata,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111922,Thuja elegantissima,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111923,Thuja compacta,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111924,Thuja pygmaea,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111925,Thuja vervaeneana,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Thuja GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111926,Chamaecyparis thyoides,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111927,Chamaecyparis formosensis,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111928,Chamaecyparis hodginsii,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111929,Chamaecyparis pisifera,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111930,Chamaecyparis allumi,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111931,Chamaecyparis thurifera,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111932,Chamaecyparis pendula,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111933,Chamaecyparis boursieri,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111934,Chamaecyparis sphaeroidea,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111935,Chamaecyparis shikamana,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111936,Chamaecyparis taiwanensis,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111937,Chamaecyparis henryae,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111938,Chamaecyparis ericoides,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111939,Chamaecyparis squarrosa,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111940,Chamaecyparis breviramea,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111941,Chamaecyparis pseudosquarrosa,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111942,Chamaecyparis funebris,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111943,Chamaecyparis chengiana,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111944,Chamaecyparis leptoclada,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111945,Chamaecyparis acuta,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111946,Chamaecyparis plumosa,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111947,Chamaecyparis flifera,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111948,Chamaecyparis nutkaensis,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111949,Chamaecyparis forsteckiensis,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111950,Chamaecyparis atrovirens,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111951,Chamaecyparis glauca,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111952,Chamaecyparis decussata,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111953,Chamaecyparis pumila,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111954,Chamaecyparis keteleri,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111955,Chamaecyparis nana,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111956,Chamaecyparis thujaeformis,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111957,Chamaecyparis andelyensis,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111958,Chamaecyparis kewensis,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111959,Chamaecyparis excelsa,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111960,Chamaecyparis variegata,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111961,Chamaecyparis eureka,,Tree,5.0,2.5,9.0,0,TeNE,conical,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Chamaecyparis GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111962,Juniperus tibetica,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111963,Juniperus drupacea,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111964,Juniperus occidentalis,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111965,Juniperus recurva,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111966,Juniperus squamata,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111967,Juniperus maderensis,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111968,Juniperus coahuilensis,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111969,Juniperus sabina,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111970,Juniperus pinchotii,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111971,Juniperus grandis,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111972,Juniperus seravschanica,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111973,Juniperus komarovii,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111974,Juniperus angosturana,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111975,Juniperus procera,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111976,Juniperus macrocarpa,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111977,Juniperus mucronata,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111978,Juniperus zanonii,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111979,Juniperus phoenicea,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111980,Juniperus durangensis,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111981,Juniperus barbadensis,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111982,Juniperus indica,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111983,Juniperus convallium,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
111984,Juniperus maritima,,Tree,5.0,2.5,9.0,0,TeNE,columnar,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Cupressaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Juniperus GBIF accepted species. PFT: TeNE. Urban LAI may differ from natural conditions.
