SpeciesName,LAI Value
Fagus sylvatica,7.9
Fagus sylvatica,5.78
Fagus sylvatica,5.69
Fagus sylvatica,5.42
Fagus sylvatica,6.4
Fagus sylvatica,6.9
Fagus sylvatica,4.17
Fagus sylvatica,8.84
Fagus sylvatica,5.9
Fagus sylvatica,4.78
Fagus sylvatica,3.56
Fagus sylvatica,3.4
Fagus sylvatica,4.6
Fagus sylvatica,4
Fagus sylvatica,2.46
Fagus sylvatica,5
Fagus sylvatica,3.2
Fagus sylvatica,4.3
Fagus sylvatica,5.88
Fagus sylvatica,6.72
Fagus sylvatica,6.51
Fagus sylvatica,4.1
Fagus sylvatica,4.3
Fagus sylvatica,5
Fagus sylvatica,5.4
Fagus sylvatica,6.6
Fagus sylvatica,5.4
Fagus sylvatica,6.4
Fagus sylvatica,6.5
Fagus sylvatica,6.6
Fagus sylvatica,6.6
Fagus sylvatica,6.6
Fagus sylvatica,5.91
Fagus sylvatica,5.17
Fagus sylvatica,5
"Fagus sylvatica, Fraximum excelsior",5
"Fagus sylvatica, Fraxinus",5
"Fagus sylvatica, Fraxinus",5.42
"Fagus sylvatica, Fraxinus excelsior",4.6
"Fagus sylvatica, Quercus",6.86
"Fagus sylvatica, Quercus robur, Ilex aquifolium",5.7
"Family of Melastomataceae (all), Sapotaceae, Moraceae, Mimosaceae (lower), Lauraceae, Euphorbiaceae, Clethraceae (middle), Cunoniaceae, Podocarpaceae, Cyrillaceae, Rubiaceae and Aquifoliaceae (Upper)",6
"Family of Melastomataceae (all), Sapotaceae, Moraceae, Mimosaceae (lower), Lauraceae, Euphorbiaceae, Clethraceae (middle), Cunoniaceae, Podocarpaceae, Cyrillaceae, Rubiaceae and Aquifoliaceae (Upper)",5.4
"Family of Melastomataceae (all), Sapotaceae, Moraceae, Mimosaceae (lower), Lauraceae, Euphorbiaceae, Clethraceae (middle), Cunoniaceae, Podocarpaceae, Cyrillaceae, Rubiaceae and Aquifoliaceae (Upper)",5.7
"Family of Melastomataceae (all), Sapotaceae, Moraceae, Mimosaceae (lower), Lauraceae, Euphorbiaceae, Clethraceae (middle), Cunoniaceae, Podocarpaceae, Cyrillaceae, Rubiaceae and Aquifoliaceae (Upper)",2.8
"Family of Melastomataceae (all), Sapotaceae, Moraceae, Mimosaceae (lower), Lauraceae, Euphorbiaceae, Clethraceae (middle), Cunoniaceae, Podocarpaceae, Cyrillaceae, Rubiaceae and Aquifoliaceae (Upper)",2.2
"Family of Myrtaceae, Myristicaceae (all sites), Lauraceae, Sapotaceae, Meliaceae and Myristicaceae (lower sites)",1.75
"Family of Myrtaceae, Myristicaceae (all sites), Lauraceae, Sapotaceae, Meliaceae and Myristicaceae (lower sites)",4.76
"Family of Myrtaceae, Myristicaceae (all sites), Lauraceae, Sapotaceae, Meliaceae and Myristicaceae (lower sites)",3.46
"Family of Myrtaceae, Myristicaceae (all sites), Lauraceae, Sapotaceae, Meliaceae and Myristicaceae (lower sites)",2.89
Festuca ortophylla,0.32
Festuca ovina,2.27
Festuca ovina,1.65
Festuca ovina,2.28
Festuca ovina,2.88
Festuca ovina,3.42
Festuca ovina,3.92
Festuca ovina,4.37
Festuca ovina,4.78
Festuca ovina,5.14
Festuca ovina,5.45
Festuca ovina,5.71
Festuca ovina,5.93
Festuca ovina,6.1
Festuca ovina,6.23
Festuca ovina,6.31
Festuca ovina,6.34
Festuca ovina,6.33
Festuca ovina,6.27
Festuca ovina,6.16
Festuca ovina,6.01
Festuca ovina,5.81
Festuca ovina,0.46
Festuca ovina,0.59
Festuca ovina,0.72
Festuca ovina,0.84
Festuca ovina,0.97
Festuca ovina,1.09
Festuca ovina,1.21
Festuca ovina,1.33
Festuca ovina,1.45
Festuca ovina,1.79
Festuca ovina,1.9
Festuca ovina,2.01
Festuca ovina,2.43
Festuca ovina,2.53
Festuca ovina,2.63
Festuca ovina,2.83
Festuca ovina,2.93
Filipendula ulmaria,4.34
Filipendula ulmaria,3.37
Filipendula ulmaria,3.51
Filipendula ulmaria,3.55
Filipendula ulmaria,3.56
Filipendula ulmaria,3.55
Filipendula ulmaria,3.38
Filipendula ulmaria,3.27
Filipendula ulmaria,3.14
Filipendula ulmaria,2.39
Filipendula ulmaria,2.15
Filipendula ulmaria,1.88
Filipendula ulmaria,1.27
Filipendula ulmaria,0.93
"Fouquieria splendens, Prosopis juliflora et al.",1.58
Fraxinus excelsior,4.5
Fraxinus excelsior,3.6
Fraxinus excelsior,4.55
Fraxinus excelsior,5.4
Fraxinus excelsior,5.4
"Fraxinus excelsior, Acer pseudoplatanus, Tilia platyphyllos, Tilia cordata, Fagus sylvatica, Quercus robur (total 11 species)",5.1
Fraxinus oruns,6.05
Fraxinus pennsylvanica,3
Geranium pratense,5.42
Geranium pratense,3.22
Geranium pratense,3.24
Geranium pratense,3.26
Geranium pratense,3.31
Geranium pratense,3.36
Geranium pratense,3.44
Geranium pratense,3.52
Geranium pratense,3.62
Geranium pratense,3.74
Geranium pratense,3.87
Geranium pratense,4.01
Geranium pratense,4.17
Geranium pratense,4.34
Geranium pratense,4.53
Geranium pratense,4.73
Geranium pratense,4.94
Geranium robertianum,5.25
Geranium robertianum,4.57
Geranium robertianum,4.48
Geranium robertianum,4.38
Geranium robertianum,4.29
Geranium robertianum,4.2
Geranium robertianum,4.1
Geranium robertianum,3.42
Geranium robertianum,3.31
Geranium robertianum,3.21
Geranium robertianum,3.11
Geranium robertianum,3
Geranium robertianum,2.9
Geranium robertianum,2.79
Geranium robertianum,2.68
Geum urbanum,8.75
Geum urbanum,5.13
Geum urbanum,5.42
Geum urbanum,5.68
Geum urbanum,5.9
Geum urbanum,6.1
Geum urbanum,6.27
Geum urbanum,6.42
Geum urbanum,6.53
Geum urbanum,6.61
Geum urbanum,6.66
Geum urbanum,6.69
Geum urbanum,6.68
Geum urbanum,6.65
Geum urbanum,6.58
Geum urbanum,6.49
Geum urbanum,6.37
Geum urbanum,6.22
Geum urbanum,6.03
Geum urbanum,5.82
Geum urbanum,5.58
Graffenrieda emarginata,8.08
Graffenrieda emarginata,6.98
Graffenrieda emarginata,6.59
Graffenrieda emarginata,7.38
Graffenrieda emarginata,6.92
"Guapira macrocarpa, Lonchocarpus eriocarnalis, Plumeria rubra, Piptadenia constricta, Bursera instabilis",3.8
"Guapira macrocarpa, Plumeria rubra, Lonchocarpus constrictus, Bursera instabilis, Colubrina heteroneura",3.3
Guiera senegalensis,0.82
"Gymnantbes lucida, Exostema caribaeum, Pisonia albida (169 species)",4.3
"Heath; deciduous(35-60%), evergreen(30-60%)",0.11
"Heath; deciduous(35-60%), evergreen(30-60%)",0.65
"Heath; deciduous(35-60%), evergreen(30-60%)",0.83
Hedyosmum racemosum etc.,2.1
Hevea brasiliensis,5.34
Hevea brasiliensis,3.2
Holcus lanatus,5.63
Holcus lanatus,1.14
Holcus lanatus,1.85
Holcus lanatus,2.49
Holcus lanatus,3.06
Holcus lanatus,3.57
Holcus lanatus,4.01
Holcus lanatus,4.7
Holcus lanatus,4.94
Holcus lanatus,5.27
Holcus lanatus,5.25
Holcus lanatus,5.17
Holcus lanatus,4.15
Holcus lanatus,3.73
Holcus lanatus,3.25
Holcus lanatus,2.08
Holcus lanatus,1.39
Hopea ferrea,6.3
Ilex aquifolium,5.6
Ilex aquifolium,6.6
"Ilex pedunculosa, Symplocos prunifolia, Quercus serrata, Evodiopanax innovans",3.5
Inga oerstediana etc.,2.4
Iva frutescens,0.84
Juniperus occidentalis,2
Juniperus occidentalis,0.4
Kandelia candel,4.5
Kandelia candel,0.64
Kandelia obovata,3.17
Kielmeyera coriacea,1.16
Kielmeyera coriacea,1.36
Kielmeyera coriacea,0.44
Kielmeyera coriacea,0.52
Kielmeyera coriacea,1.01
Kielmeyera coriacea,1.19
Kielmeyera coriacea,1.1
Kielmeyera coriacea,1.29
Kielmeyera coriacea,1.1
Kielmeyera coriacea,1.29
Kielmeyera coriacea,0.79
Kielmeyera coriacea,0.93
Kielmeyera coriacea,0.89
Kielmeyera coriacea,1.04
Kielmeyera coriacea,0.64
Kielmeyera coriacea,0.75
Kielmeyera coriacea,0.36
Kielmeyera coriacea,0.42
Kielmeyera coriacea,1.02
Kielmeyera coriacea,1.2
Kielmeyera coriacea,0.97
Kielmeyera coriacea,1.13
Laguncularia racemosa,5.29
Laguncularia racemosa,4.55
Laguncularia racemosa,4.52
Laguncularia racemosa,4.4
"Laguncularia racemosa, Avicennia germinans",4.09
Lamium purpureum,2.78
Lamium purpureum,3.39
Lamium purpureum,2.72
Lamium purpureum,2.16
Lamium purpureum,1.09
Lamium purpureum,1.22
Lamium purpureum,1.46
Lamium purpureum,1.82
Lamium purpureum,2.3
Lamium purpureum,-0.38
Lamium purpureum,1.67
Lamium purpureum,2.89
Lamium purpureum,3.26
Lamium purpureum,2.78
Lamium purpureum,1.45
Lapsana communis,6.83
Lapsana communis,4.33
Lapsana communis,5.19
Lapsana communis,5.8
Lapsana communis,6.14
Lapsana communis,6.23
Lapsana communis,6.07
Lapsana communis,5.64
Lapsana communis,4.96
Lapsana communis,4.02
Larix cajanderi,3.7
Larix decidua,1.74
Larix decidua,5.1
Larix gmelinii,1.5
Larix gmelinii,1.81
Larix gmelinii,2.02
Larix gmelinii,2.22
Larix gmelinii,1.94
Larix gmelinii,2.5
Larix gmelinii,5.7
Larix gmelinii,1.68
Larix gmelinii,1.47
Larix gmelinii,1.41
Larix gmelinii,1.63
Larix gmelinii,1.14
Larix gmelinii,1.03
Larix laricina,1
Larix laricina,0.86
Larix laricina,0.38
"Larix laricina, Picea mariana",2.61
Larix leptolepis,6.68
"Larix occidentalis, Pinus monticola",8.86
"Larix occidentalis, Pinus ponderosa",5.4
Larix principis-rupprechtii,2.54
Larix sibirica,4.4
Larix spp.,0.47
Larix spp.,0.23
Larix spp.,0.37
Larix spp.,0.59
Larix spp.,2.68
Larrea divaricata,0.6
Laureliopsis philippiana,1.6
Laureliopsis philippiana,3.3
"Ledum groenlandicum, Chamaedaphne calyculata, Kalmia augustifolium, Vaccinium myrtilloides",1.3
"Ledum palustre, Empetrum nigrum, Sphagnuim spp.",0.7
"Leguminosae combination (Parkia multijuga, Dinizia excelsa, Dalbergia nigra)",3.7
Leiophyllum lyoni,3.1
Liquidambar styraciflua,5.5
Liriodendron tulipifera,7.4
Liriodendron tulipifera,5.1
Liriodendron tulipifera,7
Liriodendron tulipifera,7.1
"Liriodendron tulipifera, Fagus grandifolia, Carya tomentosa",7
"Liriodendron tulipifera, Quercus prinus, Quercus rubra, Quercus alba, Quercus velutina etc. ",10.6
"Liriodendron tulipifera, Quercus prinus, Quercus rubra, Quercus alba, Quercus velutina etc. ",10.7
"Liriodendron tulipifera, Quercus prinus, Quercus rubra, Quercus alba, Quercus velutina etc. ",9.7
"Liriodendron tulipifera, Quercus prinus, Quercus rubra, Quercus alba, Quercus velutina etc. ",8.5
"Liriodendron tulipifera, Quercus prinus, Quercus rubra, Quercus alba, Quercus velutina etc. ",6.9
"Liriodendron tulipifera, Quercus prinus, Quercus rubra, Quercus alba, Quercus velutina etc. ",6.9
"Liriodendron tulipifera, Quercus prinus, Quercus rubra, Quercus alba, Quercus velutina etc. ",5.8
"Liriodendron tulipifera, Quercus prinus, Quercus rubra, Quercus alba, Quercus velutina etc. ",5.4
"Lithocarpus, Quercus, Castanopsis sp.",4.5
Litsea accedens,1.23
Litsea lancifolia,1.51
Loiseleuria procumbens,0.02
Loiseleuria procumbens ,3.3
"Loiseleuria procumbens, Cetraria islandica",2.6
"Lonicera tibetica, Artemisia gmelinii",3.83
Luma apiculata,4
Luzula multiflora,4.66
Luzula multiflora,2.57
Luzula multiflora,2.76
Luzula multiflora,2.93
Luzula multiflora,3.08
Luzula multiflora,3.21
Luzula multiflora,3.32
Luzula multiflora,3.53
Luzula multiflora,3.57
Luzula multiflora,3.58
Luzula multiflora,3.44
Luzula multiflora,3.35
Luzula multiflora,3.25
Luzula multiflora,2.98
Luzula multiflora,2.82
Madhuca mindanaensis,1.22
Madhuca pallida,1
Magnolia obovata,5.3
Mallotus caudatus,0.94
Mallotus griffithianum,1.2
"Mallotus japonicus, Ilex chinensis",4.4
Maple,4.37
Maple,3.5
Maple/Pine,5.42
Marquesia macroura,3.47
Medicago lupulina,3.67
Medicago lupulina,3.78
Medicago lupulina,3.43
Medicago lupulina,3.12
Medicago lupulina,2.84
Medicago lupulina,2.6
Medicago lupulina,2.39
Medicago lupulina,1.99
Medicago lupulina,1.92
Medicago lupulina,1.89
Melaleuca leucadendron,0.37
"Meliaceae, Lauraceae, Sapotaceae, Fagaceae (53 species)",4.9
"Meliaceae, Lauraceae, Sapotaceae, Fagaceae (53 species)",4.9
"Meliaceae, Lauraceae, Sapotaceae, Fagaceae (53 species)",5.2
"Meliaceae, Lauraceae, Sapotaceae, Fagaceae (63 species)",5.7
"Meliaceae, Lauraceae, Sapotaceae, Fagaceae (63 species)",6.4
"Meliaceae, Lauraceae, Sapotaceae, Fagaceae (63 species)",6.5
"Meliaceae, Lauraceae, Sapotaceae, Fagaceae (63 species)",4.3
"Meliaceae, Lauraceae, Sapotaceae, Fagaceae (63 species)",6.3
"Meliaceae, Lauraceae, Sapotaceae, Fagaceae (63 species)",5.2
Metasequoia glyptostroboides,9.53
Metrosideros polymorpha,0.61
Metrosideros polymorpha,5.85
Metrosideros polymorpha,1.28
Metrosideros polymorpha,5.19
Metrosideros polymorpha,0.9
Metrosideros polymorpha,5.74
Metrosideros polymorpha,8
Metrosideros polymorpha,7.1
Metrosideros polymorpha,5.8
Metrosideros polymorpha,7.5
Metrosideros polymorpha,4.4
Metrosideros polymorpha,3
Micarandra sprucei,4.72
"Micarandra sprucei, Eperua cunuri 3?",2.81
"Micarandra sprucei, Eperua leucantha",5.87
"Micarandra sprucei, Eperua leucantha",5.45
"Micarandra sprucei, Eperua leucantha",3.07
"Micarandra sprucei, Eperua palo amarillo?",4.64
"Micarandra sprucei, Eperua zapatero?",9.78
"Micarandra sprucei, Glycoxylon inophyllum",3.9
"Micarandra sprucei, Glycoxylon media luna?",3.23
"Micarandra sprucei, Manilkara sp.",4.47
"Micarandra sprucei, Manilkara sp.",9.46
"Micarandra sprucei, Manilkara sp., Eperua leucantha",5.58
"Miconia, Croton",3.94
"Miconia, Tapiria",4.79
Micranda sprucei (total 59 species),4.4
Micranda sprucei (total 59 species),5.8
Mixed hardwood forest,6.7
Mixed hardwood forest,6.8
Mixed hardwood forest,4.8
Mixed hardwood forest,5.6
Mixture of deciduous and conifer,6.05
Mixture of tree and non woody species (total 18 species),0.65
Mixture of tree and non woody species (total 18 species),1.22
Moist tropical evergreen forest,5.6
Moist tropical tree species,6.07
Molinia caerulea,5.65
Molinia caerulea,0.88
Molinia caerulea,1.02
Molinia caerulea,1.04
Molinia caerulea,1.06
Molinia caerulea,1.07
Molinia caerulea,1.06
Morella cerifera,6.7
Morella cerifera,10
Morella cerifera,9.8
Morella cerifera,12.5
Myrceugenia spp,2.3
Myrceugenia spp,3.4
Myrcia fallax etc.,2.3
Nardus stricta,3.08
Nardus stricta,0.59
Nardus stricta,0.91
Nardus stricta,1.2
Nardus stricta,1.47
Nardus stricta,1.71
Nardus stricta,1.93
Nardus stricta,2.13
Nardus stricta,2.3
Nardus stricta,2.45
Nardus stricta,2.58
Nardus stricta,2.68
Nardus stricta,2.76
Nardus stricta,2.82
Nardus stricta,2.86
Nardus stricta,2.87
Nardus stricta,2.85
Nardus stricta,2.82
Nardus stricta,2.76
Nardus stricta,2.67
Nardus stricta,2.57
Natural tropical cloud forest,4.96
Natural tropical cloud forest,4.52
Natural tropical cloud forest,6.09
Nephelium daedaleum,1.11
Nephelium ramboutan-ake,2.82
Not described,0.64
Not described,0.86
Not described,0.69
Not described,1.01
Not described,0.32
Not described,1.27
Not described,1.67
Not described,0.13
Not described,0.25
Not described,0.32
Not described,0.38
Nothofagus antarctica,2
Nothofagus antarctica,1.21
Nothofagus antarctica,1.61
Nothofagus antarctica,1.82
Nothofagus antarctica,0.91
Nothofagus antarctica,0.75
Nothofagus antarctica,2.6
Nothofagus antarctica,2.22
Nothofagus antarctica,2.23
Nothofagus antarctica,4.7
Nothofagus betuloides,2.58
Nothofagus betuloides,3.73
Nothofagus betuloides/Nothofagus pumilio,3.45
Nothofagus dombeyi,3.7
Nothofagus fusca,7
Nothofagus glauca,2.06
Nothofagus glauca,2.12
Nothofagus glauca,2.63
Nothofagus nitida,3.2
Nothofagus pumila,4.3
Nothofagus pumilio,1.72
Nothofagus pumilio,1.94
Nothofagus pumilio,2.24
Nothofagus pumilio,1.94
Nothofagus pumilio,2.21
Nothofagus pumilio,1.19
Nothofagus pumilio,2.02
Nothofagus pumilio,2.9
Nothofagus pumilio,2.5
Nothofagus solandri,5.43
Nothofagus solandri,7.11
Nothofagus solandri,5.72
Nothofagus solandri,3
Nothofagus solandri,3.7
Nothofagus solandri,5.7
Nothofagus solandri,7.4
Nothofagus solandri,6.7
Nothofagus solandri,4.15
Nothofagus solandri,8.9
Nothofagus truncata,7.4
Origanum vulgare,5.76
Origanum vulgare,4.89
Origanum vulgare,4.94
Origanum vulgare,4.94
Origanum vulgare,4.89
Origanum vulgare,4.8
Origanum vulgare,4.67
Origanum vulgare,4.49
Origanum vulgare,3.7
Origanum vulgare,3.34
Origanum vulgare,2.95
Other Acacia,0.59
Other Acacia,1.04
Other Acacia,0.53
Other Acacia,0.49
Other Acacia,0.49
Other Acacia,0.18
Ouratea hexasperma,1.36
Ouratea hexasperma,1.6
Ouratea hexasperma,0.91
Ouratea hexasperma,1.06
Ouratea hexasperma,1.92
Ouratea hexasperma,2.25
Ouratea hexasperma,1.35
Ouratea hexasperma,1.59
Ouratea hexasperma,1.05
Ouratea hexasperma,1.23
Ouratea hexasperma,1.9
Ouratea hexasperma,2.23
Ouratea hexasperma,0.24
Ouratea hexasperma,0.28
Ouratea hexasperma,0.41
Ouratea hexasperma,0.48
Ouratea hexasperma,0.9
Ouratea hexasperma,1.06
Ouratea hexasperma,0.81
Ouratea hexasperma,0.95
Ouratea hexasperma,1.33
Ouratea hexasperma,1.56
"Padburggea pubescens, Eugenia clarkeana",12.3
"Padburggea pubescens, Eugenia clarkeana",12.3
"Palaquium oxleyanum, Koompassia malaccensis, Parashorea lucida",5
Pentace borneensis,1.01
Pentace laxifolia,1.34
"Pentaclethra macroloba, Palms, other trees, Lianas",6
"Pentacme siamensis, Terminalia tomentosa, Terminalia mucronata et al.",1.6
Phalaris arundinacea,6.1
Phalaris arundinaceae,4.6
Phalaris arundinaceae,4.7
Phalaris arundinaceae,4.77
Phalaris arundinaceae,4.82
Phalaris arundinaceae,4.85
Phalaris arundinaceae,4.86
Phalaris arundinaceae,4.84
Phalaris arundinaceae,4.8
Phalaris arundinaceae,4.54
Phalaris arundinaceae,4.4
Phalaris arundinaceae,4.25
Phalaris arundinaceae,3.39
Phalaris arundinaceae,3.12
Phalaris arundinaceae,2.83
Phalaris arundinaceae,1.81
"Phoebe chinesis, Lithocarpus cleistocarpus, Acer sp., Populus purdomii",6.23
Phyllostachys bambusoides,11.6
Phyllostachys pubescens,2.88
Phyllostachys pubescens,8.02
Picea,2.97
Picea abies,3.8
Picea abies,5
Picea abies,6.1
Picea abies,7.77
Picea abies,9.2
Picea abies,12.78
Picea abies,3.11
Picea abies,4.53
Picea abies,5.26
Picea abies,3.85
Picea abies,4.81
Picea abies,6.65
Picea abies,7.13
Picea abies,9.41
Picea abies,9.97
Picea abies,9.5
Picea abies,7.1
Picea abies,7.6
Picea abies,6.2
Picea abies,6.5
Picea abies,7.1
Picea abies,5.86
Picea abies,5.55
Picea abies,6.8
Picea abies,8.45
Picea abies,8.31
Picea abies,7.82
Picea abies,8.3
Picea abies,8.05
Picea abies,7.61
Picea abies,7.15
Picea abies,5.74
Picea abies,8.8
Picea abies,8.51
Picea abies,8.3
Picea abies,5.94
Picea abies,5.3
Picea abies,6.62
Picea abies,8.7
Picea abies,7.95
Picea abies,8.15
Picea abies,8.14
Picea abies,8.6
Picea abies,8.58
Picea abies,7.82
Picea abies,8.07
Picea abies,7.31
Picea abies,7.7
Picea abies,9.26
Picea abies,8.13
Picea abies,7.49
Picea abies,7.87
Picea abies,4.86
Picea abies,9.2
Picea abies,10.34
Picea abies,6.08
Picea abies,10.6
Picea abies,11.9
Picea abies,4
Picea abies,12
Picea abies,10.7
Picea abies,7.7
Picea abies,7.9
Picea abies,5.5
Picea abies,3.4
Picea abies,7.1
Picea abies,7.7
Picea abies,3.73
Picea abies,3.8
Picea abies,3.83
Picea abies,4.18
Picea abies,4.3
Picea abies,3.54
Picea abies,3.64
Picea abies,12.8
Picea abies,9.3
Picea abies,8.64
Picea abies,5.24
Picea abies,10.2
Picea abies,11.5
Picea abies,20.4
Picea abies,12.44
Picea abies,7.42
Picea abies,4.49
Picea abies,5.44
Picea abies,2.64
Picea abies,2.21
Picea abies,1.69
Picea abies,1.32
Picea abies,3.27
Picea abies,2.69
Picea abies,2.88
Picea abies,2.6
Picea abies,2.69
Picea abies,3.67
Picea abies,3.48
Picea abies,0.84
Picea abies,0.71
Picea abies,0.52
Picea abies,0.69
Picea abies,4.26
Picea abies,1.83
Picea abies,2.7
Picea abies,3.74
Picea abies,2
Picea abies,2.79
Picea abies,0.59
Picea abies,0.74
Picea abies,0.48
Picea abies,2.45
Picea abies,4
Picea abies,5.42
Picea abies,3.09
Picea abies,3.73
Picea abies,3.09
Picea abies,2.44
Picea abies,3.03
Picea abies,2.84
Picea abies,2.28
Picea abies,21.6
Picea abies,15.55
Picea abies,3.4
Picea abies,3.7
Picea abies,2.78
Picea abies,1.2
Picea abies,3.29
Picea abies,4.39
"Picea abies, Abies",4.6
"Picea abies, Abies",4.56
"Picea abies, Abies",4.41
"Picea abies, Abies",4.27
"Picea abies, Abies",4.71
"Picea abies, Abies",4.13
"Picea abies, Betual pendula",3
"Picea abies, Betula pendula",3.91
"Picea abies, Fagus sylvatica",6.6
"Picea abies, Fagus sylvatica",6
"Picea abies, Fagus sylvatica",5.7
"Picea abies, Pinus sylvestris",1.99
Picea engelmannii,4.1
"Picea engelmannii, Abies lasiocarpa",8.75
"Picea engelmannii, Abies lasiocarpa",5.09
"Picea engelmannii, Abies lasiocarpa",5.63
"Picea engelmannii, Abies lasiocarpa",4.34
"Picea engelmannii, Abies lasiocarpa",5.13
"Picea engelmannii, Abies lasiocarpa",5.16
Picea glauca,6.4
Picea glauca,2.76
"Picea glauca, Picea mariana",1.26
"Picea glauca, Picea mariana",0.44
"Picea glauca, Picea mariana",3.08
"Picea glauca, Picea mariana, Betula glandulosa",1.61
"Picea glehnii, Betula platyphylla",3.4
Picea mariana,4.3
Picea mariana,3.7
Picea mariana,3.8
Picea mariana,4.3
Picea mariana,2.69
Picea mariana,1.5
Picea mariana,1.85
Picea mariana,3.13
Picea mariana,7.52
Picea mariana,5.8
Picea mariana,2.8
Picea mariana,3.66
Picea mariana,2.73
Picea mariana,6.58
Picea mariana,5.22
Picea mariana,3.09
Picea mariana,2.56
Picea mariana,3.22
Picea mariana,6.71
Picea mariana,8.97
Picea mariana,6.81
Picea mariana,7.18
Picea mariana,6.08
Picea mariana,6.21
Picea mariana,3.36
Picea mariana,5.48
Picea mariana,2.62
Picea mariana,2.59
Picea mariana,2.23
Picea mariana,4.22
Picea mariana,3.92
Picea mariana,1.56
Picea mariana,2.62
Picea mariana,1.13
Picea mariana,7.18
Picea mariana,5.5
Picea mariana,2.9
Picea mariana,2.4
Picea mariana,5.6
Picea mariana,4.2
Picea mariana ,2.65
Picea mariana ,5.5
Picea mariana ,4.57
Picea mariana ,4.04
Picea mariana ,4.81
Picea mariana ,4
Picea mariana ,3.73
Picea mariana ,3.79
Picea mariana ,3.3
Picea mariana ,3.97
Picea mariana ,2.36
Picea mariana ,3.21
Picea mariana ,3.09
Picea mariana ,3.78
Picea mariana ,3.83
Picea mariana ,5.37
"Picea mariana, Larix laricina",1.29
"Picea mariana, Larix laricina",1.17
"Picea mariana, Larix laricina",1.04
"Picea mariana, Larix laricina",0.42
"Picea mariana, Larix laricina",0.66
"Picea mariana, Larix laricina",0.77
"Picea mariana, Pinus banksiana",5.5
"Picea mariana, Pinus banksiana",5.3
Picea obovata,2.8
Picea purpurea,1.5
Picea rubens,10.55
Picea rubens,8.15
Picea rubens,8.2
Picea rubens,10.3
Picea rubens,1.73
Picea rubens,1.82
Picea rubens,1.8
Picea rubens,1.9
Picea rubens,14.8
"Picea rubens, Betula papyrifera",2.58
Picea sitchensis,9.1
"Picea sitchensis, Tsuga heterophylla",5.3
Picea stichensis,8.5
Picea stichensis,7.22
Picea stichensis,7.41
Picea stichensis,5.74
Picea stichensis,5.64
Picea stichensis,4.79
"Picea, Betula",2.89
Pinus,2.01
Pinus,7.29
Pinus (heath),4.7
Pinus banksiana,3.4
Pinus banksiana,2.6
Pinus banksiana,2.9
Pinus banksiana,2.04
Pinus banksiana,1.88
Pinus banksiana,2.61
Pinus banksiana,3.1
Pinus banksiana,1.22
Pinus banksiana,2.77
Pinus banksiana,2.35
Pinus banksiana,2.18
Pinus banksiana,2.03
Pinus banksiana,7.4
Pinus banksiana,6.1
Pinus banksiana,9.1
Pinus banksiana,7.9
Pinus banksiana,11
Pinus banksiana,5.8
Pinus banksiana,7.2
Pinus banksiana,1.4
Pinus banksiana,1.6
Pinus banksiana,1.4
Pinus banksiana,1.5
Pinus banksiana,1.9
Pinus banksiana,2.3
Pinus banksiana,2.8
Pinus banksiana,2.4
Pinus banksiana,1.8
Pinus banksiana,2.2
Pinus banksiana,1.6
Pinus banksiana,2.2
Pinus banksiana,1.7
Pinus banksiana,1.5
Pinus banksiana,2
Pinus banksiana,3
Pinus banksiana,2.2
Pinus banksiana,4.1
Pinus banksiana,2.6
Pinus canariensis,3.25
Pinus canariensis,3.53
Pinus canariensis,3.18
Pinus canariensis,3.09
Pinus caribaea,2.5
Pinus cembra,2.5
Pinus cembra,3.9
"Pinus cembroides, Juniperus deppeana",2
"Pinus chihuahuana, Pinus ponderosa, Quercus hypoleucoides, Quercus arizonica",3.7
Pinus contorta,12.3
Pinus contorta,12.1
Pinus contorta,7.7
Pinus contorta,1.3
Pinus contorta,8.8
Pinus contorta,7.3
Pinus contorta,7.1
Pinus contorta,3.9
Pinus contorta,9.9
Pinus contorta,4.5
Pinus contorta,9
Pinus contorta,9.1
Pinus contorta,1.5
Pinus contorta,1.6
Pinus contorta,1.6
Pinus contorta,2.1
Pinus contorta,3.3
Pinus contorta,3
Pinus contorta,3
Pinus contorta,2.9
Pinus contorta,3.7
Pinus contorta,2.5
Pinus contorta,2
Pinus contorta,1.3
Pinus contorta,1.8
Pinus contorta,2.2
Pinus contorta,1.4
Pinus contorta,1.8
Pinus contorta,2.2
Pinus contorta,2.2
Pinus contorta,1.2
Pinus contorta,2.2
Pinus contorta,2.5
Pinus contorta,3.1
Pinus contorta,2.4
Pinus contorta,1.7
Pinus contorta,1.8
Pinus contorta,2.5
Pinus contorta,1.9
Pinus contorta,0.9
Pinus contorta,1.8
Pinus contorta,2.8
Pinus contorta,2.8
Pinus contorta,3.1
Pinus contorta,2
Pinus contorta,1.9
Pinus contorta,2.6
Pinus contorta,3.9
Pinus contorta,3.5
Pinus contorta,3.8
Pinus contorta,3.7
Pinus contorta,3
Pinus contorta,3.7
Pinus contorta,2.8
Pinus contorta,3.1
Pinus contorta,3.5
Pinus contorta,3.8
Pinus contorta,2.3
Pinus contorta,3.2
Pinus contorta,2.79
Pinus contorta,2.29
Pinus contorta,1.83
Pinus contorta,1.8
Pinus contorta,1.89
Pinus contorta,3.2
Pinus contorta,3.1
Pinus contorta,2.9
Pinus contorta,3.05
Pinus contorta,3.85
Pinus contorta,2.4
Pinus contorta,3.59
Pinus contorta,13.4
