id,species,common_name,category,mean_lai,lai_min,lai_max,measurement_count,pft,canopy_form,climate,deciduous,tier,tier_source,sources,notes
282,Atriplex lentiformis (Torr.),,Shrub,2.82,2.82,2.82,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
283,Rhododendron catawbiense,,Shrub,2.8,2.8,2.8,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
284,Sarcobatus vermiculatus,,Shrub,2.22,2.22,2.22,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
285,Cistus albidus,,Shrub,2.2,2.2,2.2,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
286,Vaccinium myrtilloides,,Shrub,2.18,2.18,2.18,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
287,Atriplex confertifolia,,Shrub,2.12,2.12,2.12,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
288,Chrysothamnus consimilis,,Shrub,2.02,2.02,2.02,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
289,Rhododendron carolinianum,,Shrub,2.0,2.0,2.0,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
290,Chamaedaphne calyculata,,Shrub,1.92,1.92,1.92,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
291,Rhododendron nivale,,Shrub,1.85,1.85,1.85,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
292,Loiseleuria procumbens,,Shrub,1.66,0.02,3.3,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
293,Rhus copallina,,Shrub,1.52,1.52,1.52,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
294,Cistus monospeliensis,,Shrub,1.36,1.36,1.36,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
295,Adenostoma fasciculatum,,Shrub,1.1,1.1,1.1,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
296,Artemisia tridentata,,Shrub,1.0,1.0,1.0,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
297,Cassiope tetragona,,Shrub,0.61,0.36,1.1,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
298,Empetrum hermaphroditum,,Shrub,0.61,0.5,0.72,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
299,Larrea divaricata,,Shrub,0.6,0.6,0.6,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
300,Vaccinium uliginosum,,Shrub,0.38,0.38,0.38,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
301,Melaleuca leucadendron,,Shrub,0.37,0.37,0.37,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
302,Artemisia ordosica,,Shrub,0.3,0.3,0.3,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
303,Andromeda polifolia,,Shrub,0.23,0.23,0.23,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
304,Rhus typhina,,Shrub,0.1,0.01,1.5,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
305,Phalaris arundinacea,,Grass,6.1,6.1,6.1,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
306,Trisetum flavescens,,Grass,6.0,3.74,8.14,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
307,Phalaris arundinaceae,,Grass,4.17,1.81,4.86,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
308,Holcus lanatus,,Grass,3.63,1.14,5.63,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
309,Festuca ovina,,Grass,3.45,0.46,6.34,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
310,Scirpus sylvaticus,,Grass,3.38,2.25,4.75,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
311,Luzula multiflora,,Grass,3.27,2.57,4.66,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
312,Digitaria sanguinalis,,Grass,2.47,0.78,3.37,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
313,Poa annua,,Grass,2.42,0.18,5.99,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
314,Nardus stricta,,Grass,2.29,0.59,3.08,1,TeBD,columnar,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
315,Molinia caerulea,,Grass,1.68,0.88,5.65,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
316,Festuca ortophylla,,Grass,0.32,0.32,0.32,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
317,Lapsana communis,,Groundcover,5.52,4.02,6.83,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
318,Succisa pratensis,,Groundcover,5.09,4.15,6.93,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
319,Plantago major,,Groundcover,5.07,4.16,6.57,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
320,Origanum vulgare,,Groundcover,4.49,2.95,5.76,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
321,Trifolium pratense,,Groundcover,4.34,1.95,6.37,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
322,Taraxacum officinale,,Groundcover,4.33,4.33,4.33,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
323,Geranium pratense,,Groundcover,3.92,3.22,5.42,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
324,Geranium robertianum,,Groundcover,3.71,2.68,5.25,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
325,Urtica dioica,,Groundcover,3.57,1.85,4.86,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
326,Taraxacum spec.,,Groundcover,3.03,0.5,4.15,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
327,Filipendula ulmaria,,Groundcover,2.88,0.93,4.34,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
328,Medicago lupulina,,Groundcover,2.76,1.89,3.78,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
329,Stellaria media,,Groundcover,2.46,0.25,4.64,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
330,Pulicaria dysenterica,,Groundcover,2.31,1.34,4.31,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
331,Lamium purpureum,,Groundcover,2.21,1.09,3.39,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
332,Thlaspi arvense,,Groundcover,1.38,1.21,1.82,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
333,Phyllostachys bambusoides,,Bamboo,11.6,11.6,11.6,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
334,Phyllostachys pubescens,,Bamboo,5.45,2.88,8.02,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
335,Sasa tokugawana,,Bamboo,5.3,5.3,5.3,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
336,Sasa nikkoensis,,Bamboo,5.2,5.2,5.2,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
337,Dendrocalamus strictus,,Bamboo,5.08,5.08,5.08,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
338,Sasa nipponica,,Bamboo,4.7,4.7,4.7,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
339,Sasa oseana,,Bamboo,4.7,4.7,4.7,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
340,Sasa kurilensis,,Bamboo,3.73,2.15,5.3,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
341,Sasa senanensis,,Bamboo,3.25,3.25,3.25,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
342,Bruguiera conjugata,,Mangrove,7.6,6.5,8.7,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
343,Rhizophora mucronata,,Mangrove,5.4,5.4,5.4,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
344,Sonneratia apetala,,Mangrove,5.14,5.14,5.14,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
345,Laguncularia racemosa,,Mangrove,4.69,4.4,5.29,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
346,Rhizophora mangle,,Mangrove,4.41,2.91,5.86,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
347,Rhizophora apiculata,,Mangrove,4.15,3.36,4.93,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
348,Kandelia obovata,,Mangrove,3.17,3.17,3.17,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
349,Kandelia candel,,Mangrove,2.57,0.64,4.5,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
350,Avicennia germinans,,Mangrove,2.18,1.61,2.75,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
351,Avicennia marina,,Mangrove,1.83,0.56,3.45,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
352,Elaeis guineensis,,Palm,4.65,3.81,5.58,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
353,Eucalyptus camaldulensis var.,River Red Gum var.,Tree,2.46,1.35,3.57,0,TeBD,round,subtropical,FALSE,3,Genus_Mean_ORNL_TRY,Genus Eucalyptus mean from ORNL/TRY (37 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 2.46. Intrageneric variation ±20-30%.
354,Eucalyptus leucoxylon,White Ironbark,Tree,2.46,1.35,3.57,0,TeBD,round,subtropical,FALSE,3,Genus_Mean_ORNL_TRY,Genus Eucalyptus mean from ORNL/TRY (37 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 2.46. Intrageneric variation ±20-30%.
355,Eucalyptus melliodora,Yellow Box,Tree,2.46,1.35,3.57,0,TeBD,round,temperate,FALSE,3,Genus_Mean_ORNL_TRY,Genus Eucalyptus mean from ORNL/TRY (37 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 2.46. Intrageneric variation ±20-30%.
356,Eucalyptus polyanthemos,Red Box,Tree,2.46,1.35,3.57,0,TeBD,round,temperate,FALSE,3,Genus_Mean_ORNL_TRY,Genus Eucalyptus mean from ORNL/TRY (37 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 2.46. Intrageneric variation ±20-30%.
357,Quercus palustris,Pin Oak,Tree,4.77,2.62,6.92,0,TeBD,round,temperate,TRUE,3,Genus_Mean_ORNL_TRY,Genus Quercus mean from ORNL/TRY (24 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 4.77. Intrageneric variation ±20-30%.
358,Quercus coccinea,Scarlet Oak,Tree,4.77,2.62,6.92,0,TeBD,round,temperate,TRUE,3,Genus_Mean_ORNL_TRY,Genus Quercus mean from ORNL/TRY (24 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 4.77. Intrageneric variation ±20-30%.
359,Quercus virginiana,Live Oak,Tree,4.77,2.62,6.92,0,TeBD,round,subtropical,FALSE,3,Genus_Mean_ORNL_TRY,Genus Quercus mean from ORNL/TRY (24 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 4.77. Intrageneric variation ±20-30%.
360,Acer platanoides,Norway Maple,Tree,6.18,3.4,8.96,0,TeBD,round,temperate,TRUE,3,Genus_Mean_ORNL_TRY,Genus Acer mean from ORNL/TRY (3 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 6.18. Intrageneric variation ±20-30%.
361,Acer saccharinum,Silver Maple,Tree,6.18,3.4,8.96,0,TeBD,spreading,temperate,TRUE,3,Genus_Mean_ORNL_TRY,Genus Acer mean from ORNL/TRY (3 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 6.18. Intrageneric variation ±20-30%.
362,Acer palmatum,Japanese Maple,Tree,6.18,3.4,8.96,0,TeBD,round,temperate,TRUE,3,Genus_Mean_ORNL_TRY,Genus Acer mean from ORNL/TRY (3 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 6.18. Intrageneric variation ±20-30%.
363,Betula papyrifera,Paper Birch,Tree,3.07,1.69,4.45,0,TeBD,conical,temperate,TRUE,3,Genus_Mean_ORNL_TRY,Genus Betula mean from ORNL/TRY (11 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 3.07. Intrageneric variation ±20-30%.
364,Populus alba,White Poplar,Tree,3.25,1.79,4.72,0,TeBD,round,temperate,TRUE,3,Genus_Mean_ORNL_TRY,Genus Populus mean from ORNL/TRY (10 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 3.25. Intrageneric variation ±20-30%.
365,Salix babylonica,Weeping Willow,Tree,2.7,1.49,3.92,0,TeBD,spreading,temperate,TRUE,3,Genus_Mean_ORNL_TRY,Genus Salix mean from ORNL/TRY (2 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 2.70. Intrageneric variation ±20-30%.
366,Salix x sepulcralis,Weeping Willow hybrid,Tree,2.7,1.49,3.92,0,TeBD,spreading,temperate,TRUE,3,Genus_Mean_ORNL_TRY,Genus Salix mean from ORNL/TRY (2 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 2.70. Intrageneric variation ±20-30%.
367,Prunus serrulata,Japanese Cherry,Tree,5.73,3.15,8.31,0,TeBD,round,temperate,TRUE,3,Genus_Mean_ORNL_TRY,Genus Prunus mean from ORNL/TRY (1 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 5.73. Intrageneric variation ±20-30%.
368,Prunus avium,Wild Cherry,Tree,5.73,3.15,8.31,0,TeBD,round,temperate,TRUE,3,Genus_Mean_ORNL_TRY,Genus Prunus mean from ORNL/TRY (1 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 5.73. Intrageneric variation ±20-30%.
369,Prunus cerasifera,Cherry Plum,Tree,5.73,3.15,8.31,0,TeBD,round,temperate,TRUE,3,Genus_Mean_ORNL_TRY,Genus Prunus mean from ORNL/TRY (1 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 5.73. Intrageneric variation ±20-30%.
370,Picea pungens,Blue Spruce,Tree,4.84,2.66,7.01,0,TeBD,conical,temperate,FALSE,3,Genus_Mean_ORNL_TRY,Genus Picea mean from ORNL/TRY (10 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 4.84. Intrageneric variation ±20-30%.
371,Picea omorika,Serbian Spruce,Tree,4.84,2.66,7.01,0,TeBD,conical,temperate,FALSE,3,Genus_Mean_ORNL_TRY,Genus Picea mean from ORNL/TRY (10 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 4.84. Intrageneric variation ±20-30%.
372,Nothofagus obliqua,Roble,Tree,4.09,2.25,5.93,0,TeBD,round,temperate,TRUE,3,Genus_Mean_ORNL_TRY,Genus Nothofagus mean from ORNL/TRY (10 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 4.09. Intrageneric variation ±20-30%.
373,Melaleuca alternifolia,Tea Tree,Shrub,0.37,0.2,0.54,0,TeBD,round,subtropical,FALSE,3,Genus_Mean_ORNL_TRY,Genus Melaleuca mean from ORNL/TRY (1 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 0.37. Intrageneric variation ±20-30%.
374,Melaleuca decussata,Cross-leaf Honey Myrtle,Shrub,0.37,0.2,0.54,0,TeBD,round,subtropical,FALSE,3,Genus_Mean_ORNL_TRY,Genus Melaleuca mean from ORNL/TRY (1 measured species). Kattge et al. (2020) TRY genus extrapolation methodology.,Genus mean LAI = 0.37. Intrageneric variation ±20-30%.
375,Albizia lebbeck,Woman's Tongue,Tree,3.4,2.0,5.0,0,TrBD,spreading,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Albizia; PFT TrBD analogy
376,Albizia procera,White Siris,Tree,3.2,1.8,4.8,0,TrBD,spreading,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBD
377,Falcataria moluccana,Batai,Tree,3.5,2.0,5.5,0,TrBE,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
378,Leucaena leucocephala,Leucaena,Tree,2.8,1.5,4.5,0,TrBE,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
379,Acacia auriculiformis,Earleaf Acacia,Tree,3.0,1.8,4.5,0,TrBE,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE; Acacia
380,Acacia mangium,Mangium,Tree,3.2,1.8,5.0,0,TrBE,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE; Acacia
381,Delonix regia,Flame Tree,Tree,2.8,1.5,4.5,0,TrBD,spreading,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBD; spreading umbrella canopy
382,Caesalpinia pulcherrima,Peacock Flower,Shrub,2.2,1.0,3.5,0,TrES,hemisphere,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES
383,Cassia fistula,Golden Shower,Tree,2.5,1.2,4.0,0,TrBD,round,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBD
384,Cassia javanica,Pink Cassia,Tree,2.6,1.3,4.2,0,TrBD,spreading,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBD
385,Senna siamea,Siamese Senna,Tree,3.0,1.8,4.8,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
386,Senna spectabilis,Golden Wonder,Tree,2.8,1.5,4.5,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
387,Calliandra haematocephala,Powder Puff,Shrub,2.3,1.0,3.8,0,TrES,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical evergreen shrub. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrES
388,Terminalia mantaly,Umbrella Tree,Tree,3.2,1.8,4.8,0,TrBD,spreading,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Terminalia; PFT TrBD
389,Terminalia muelleri,Australian Almond,Tree,3.0,1.5,4.5,0,TrBD,spreading,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Terminalia
390,Terminalia arjuna,Arjun Tree,Tree,3.5,2.0,5.0,0,TrBD,spreading,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Terminalia
391,Ficus microcarpa,Chinese Banyan,Tree,4.0,2.8,5.5,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Ficus; analogy Ficus benjamina
392,Ficus elastica,Rubber Plant,Tree,4.5,3.0,6.0,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Ficus; large leaf dense canopy
393,Ficus lyrata,Fiddle-leaf Fig,Tree,3.8,2.5,5.5,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Ficus
394,Ficus religiosa,Bodhi Tree,Tree,3.5,2.0,5.0,0,TrBD,round,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Ficus; semi-deciduous
395,Ficus rumphii,Bhendi,Tree,4.0,2.5,5.5,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Ficus
396,Ficus altissima,Council Tree,Tree,4.2,2.8,5.8,0,TrBE,spreading,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Ficus
397,Ficus variegata,Red-stem Fig,Tree,4.0,2.5,5.5,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,Genus Ficus
398,Spathodea campanulata,African Tulip Tree,Tree,3.8,2.2,5.5,0,TrBE,round,tropical,FALSE,4,PFT_Mean,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE
399,Tabebuia rosea,Pink Trumpet Tree,Tree,2.9,1.5,4.5,0,TrBD,round,tropical,TRUE,4,PFT_Mean,PFT mean: Tropical broadleaf deciduous tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBD
