id,species,accepted_name,gbif_taxon_key,family,order,common_name,growth_form,landscape_category,leaf_phenology,native_region,native_koppen,lai_mean,lai_min,lai_max,lai_sd,lai_n,lai_method,lai_context,lai_measurement_koppen,pft,tier,tier_source,urban_context,sources,notes,entry_date,data_version,ai_assisted,ai_model
19630,Potentilla wheeleri,,,,,,shrub,Shrub,evergreen,,"Cfb,Dfb,Dfc",2.0,0.8,3.8,,0,PFT-inferred,inferred,,TeDS,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rosaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Potentilla GBIF accepted species. PFT: TeDS. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19631,Pseuderanthemum alatum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19632,Pseuderanthemum albiflorum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19633,Pseuderanthemum albocoeruleum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19634,Pseuderanthemum album,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19635,Pseuderanthemum angustifolium,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19636,Pseuderanthemum armitii,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19637,Pseuderanthemum atropurpureum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19638,Pseuderanthemum aubertii,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19639,Pseuderanthemum axillare,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19640,Pseuderanthemum bibracteatum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19641,Pseuderanthemum biceps,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19642,Pseuderanthemum bicolor,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19643,Pseuderanthemum bracteatum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19644,Pseuderanthemum bradtkei,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19645,Pseuderanthemum breviflos,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19646,Pseuderanthemum campylosiphon,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19647,Pseuderanthemum candidum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19648,Pseuderanthemum carruthersii,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19649,Pseuderanthemum caudifolium,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19650,Pseuderanthemum chaponense,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19651,Pseuderanthemum chilianthium,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19652,Pseuderanthemum chocoense,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19653,Pseuderanthemum cladodes,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19654,Pseuderanthemum comptonii,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19655,Pseuderanthemum confertum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19656,Pseuderanthemum confusum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19657,Pseuderanthemum corcovadense,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19658,Pseuderanthemum cordatum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19659,Pseuderanthemum coudercii,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19660,Pseuderanthemum crenulatum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19661,Pseuderanthemum ctenospermum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19662,Pseuderanthemum cuspidatum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19663,Pseuderanthemum dawei,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19664,Pseuderanthemum diachylum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19665,Pseuderanthemum diantherum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19666,Pseuderanthemum dispersum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19667,Pseuderanthemum diversifolium,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19668,Pseuderanthemum eberhardtii,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19669,Pseuderanthemum ellipticum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19670,Pseuderanthemum fasciculatum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19671,Pseuderanthemum floribundum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19672,Pseuderanthemum galbanum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19673,Pseuderanthemum glomeratum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19674,Pseuderanthemum graciliflorum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19675,Pseuderanthemum grandiflorum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19676,Pseuderanthemum haikangense,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19677,Pseuderanthemum hildebrandtii,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19678,Pseuderanthemum hirtipistillum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19679,Pseuderanthemum hookerianum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19680,Pseuderanthemum hooveri,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19681,Pseuderanthemum huegelii,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19682,Pseuderanthemum hylophilum,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19683,Pseuderanthemum idroboi,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
19684,Pseuderanthemum imlayae,,,,,,shrub,Shrub,evergreen,,"Af,Am,Aw",2.5,1.0,4.5,,0,PFT-inferred,inferred,,TrES,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Acanthaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Pseuderanthemum GBIF accepted species. PFT: TrES. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
